Rfrg_Prvdr_Geo_Lvl,Rfrg_Prvdr_Geo_Cd,Rfrg_Prvdr_Geo_Desc,BETOS_Lvl,BETOS_Cd,BETOS_Desc,HCPCS_Cd,HCPCS_Desc,Suplr_Rentl_Ind,Tot_Rfrg_Prvdrs,Tot_Suplrs,Tot_Suplr_Benes,Tot_Suplr_Clms,Tot_Suplr_Srvcs,Avg_Suplr_Sbmtd_Chrg,Avg_Suplr_Mdcr_Alowd_Amt,Avg_Suplr_Mdcr_Pymt_Amt,Avg_Suplr_Mdcr_Stdzd_Amt
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8300,"Truss, single with standard pad",N,1765,259,1858,1867,1867,112.1361596,92.06595072,68.44169256,68.61976968
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8310,"Truss, double with standard pads",N,465,210,504,511,511,166.5053033,144.7250881,108.5927397,108.4181605
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8320,"Truss, addition to standard pad, water pad",N,1363,4,1384,1388,1448,76.5788605,62.19997238,46.03879834,43.13017956
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8330,"Truss, addition to standard pad, scrotal pad",N,13,8,16,16,19,62.83842105,52.36526316,41.89368421,43
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8400,"Prosthetic sheath, below knee, each",N,7084,1522,9216,10766,67012,24.67654331,18.26636961,14.23815153,13.37779457
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8410,"Prosthetic sheath, above knee, each",N,1012,464,1152,1245,7025,32.23523986,23.29384769,18.38279004,17.82413523
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8415,"Prosthetic sheath, upper limb, each",N,34,31,34,38,186,32.84139785,23.23795699,17.06946237,17.07569893
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8417,"Prosthetic sheath/sock, including a gel cushion layer, below knee or above knee, each",N,1306,647,1379,1645,7019,95.31944864,74.8674683,57.81508335,56.83788147
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8420,"Prosthetic sock, multiple ply, below knee, each",N,19274,2508,26624,31505,219575,29.43127187,22.42707599,17.50881321,16.50175639
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8430,"Prosthetic sock, multiple ply, above knee, each",N,5317,1837,6720,7402,49890,33.1709088,25.10940209,19.76174905,18.97955983
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8435,"Prosthetic sock, multiple ply, upper limb, each",N,131,121,131,146,965,31.58023834,23.93656995,18.43479793,17.63895337
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8440,"Prosthetic shrinker, below knee, each",N,9366,2061,12842,15020,31895,63.26455934,47.87538109,37.24383258,35.25886095
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8460,"Prosthetic shrinker, above knee, each",N,3216,1381,3944,4399,9019,96.7008094,72.72568023,57.0131988,56.92525114
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8465,"Prosthetic shrinker, upper limb, each",N,58,54,61,64,126,77.44880952,56.35619048,42.44587302,40.07015873
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8470,"Prosthetic sock, single ply, fitting, below knee, each",N,15616,2229,21438,24890,164102,9.76036264,7.17317583,5.590042413,5.66798674
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8480,"Prosthetic sock, single ply, fitting, above knee, each",N,3998,1460,5013,5469,34630,13.11300924,9.68598123,7.626840889,7.889963038
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8485,"Prosthetic sock, single ply, fitting, upper limb, each",N,132,107,138,162,916,16.15598253,12.22054585,9.694290393,9.605480349
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8499,Unlisted procedure for miscellaneous prosthetic services,N,54,14,56,57,86,4816.444535,2272.177791,1809.570581,1773.378837
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8500,"Artificial larynx, any type",N,354,21,501,502,502,766.2928287,684.8368128,538.8193227,566.2095618
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8501,Tracheostomy speaking valve,N,2167,798,2266,7229,7455,251.0814541,127.1707673,99.28231925,102.7127901
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8505,"Artificial larynx replacement battery / accessory, any type",N,17,3,17,19,37,42.25945946,33.4145946,25.84135135,25.35216216
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8507,"Tracheo-esophageal voice prosthesis, patient inserted, any type, each",N,303,6,332,1342,2206,90.78315957,41.8818223,29.42712149,28.81689483
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8511,"Insert for indwelling tracheoesophageal prosthesis, with or without valve, replacement only, each",N,211,5,267,394,394,72.08096447,71.29959391,54.72081218,54.67662437
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8512,"Gelatin capsules or equivalent, for use with tracheoesophageal voice prosthesis, replacement only, per 10",N,12,4,15,26,32,7.328125,2.203125,1.65375,1.5925
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8513,"Cleaning device used with tracheoesophageal voice prosthesis, pipet, brush, or equal, replacement only, each",N,325,6,489,746,3353,10.39778407,5.189114226,3.951213838,3.875785863
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8514,"Tracheoesophageal puncture dilator, replacement only, each",N,32,3,32,33,33,101.5454546,92.77,68.15424242,67.90212121
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,L8515,"Gelatin capsule, application device for use with tracheoesophageal voice prosthesis, each",N,7,3,34,92,92,70.99152174,63.77576087,48.05619565,46.52586957
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2020,"Frames, purchases",N,15172,8146,120111,121691,121691,84.91986918,69.5066189,52.26808877,51.31268804
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2100,"Sphere, single vision, plano to plus or minus 4.00, per lens",N,4675,3412,11200,11549,18737,49.0584197,40.48737205,30.85555532,32.65010034
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2101,"Sphere, single vision, plus or minus 4.12 to plus or minus 7.00d, per lens",N,215,181,350,358,591,51.02262267,43.8643824,33.04597293,33.86321489
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2102,"Sphere, single vision, plus or minus 7.12 to plus or minus 20.00d, per lens",N,84,70,130,132,200,62.1485,52.3229,40.7034,49.35545
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2103,"Spherocylinder, single vision, plano to plus or minus 4.00d sphere, .12 to 2.00d cylinder, per lens",N,6549,4121,17340,17689,30369,43.72350061,35.77873522,27.00908262,28.10254207
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2104,"Spherocylinder, single vision, plano to plus or minus 4.00d sphere, 2.12 to 4.00d cylinder, per lens",N,672,598,841,858,1158,60.9246114,38.43887738,29.14828152,31.27821244
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2105,"Spherocylinder, single vision, plano to plus or minus 4.00d sphere, 4.25 to 6.00d cylinder, per lens",N,57,57,69,72,97,47.19628866,42.63587629,32.64515464,34.52113402
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2106,"Spherocylinder, single vision, plano to plus or minus 4.00d sphere, over 6.00d cylinder, per lens",N,16,9,28,28,49,62.30387755,45.89081633,35.48938776,38.46591837
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2107,"Spherocylinder, single vision, plus or minus 4.25 to plus or minus 7.00 sphere, .12 to 2.00d cylinder, per lens",N,189,174,225,226,309,48.61831715,42.58553398,33.29126214,36.93456311
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2108,"Spherocylinder, single vision, plus or minus 4.25d to plus or minus 7.00d sphere, 2.12 to 4.00d cylinder, per lens",N,51,50,55,55,72,44.32027778,41.71361111,29.64333333,35.52388889
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2111,"Spherocylinder, single vision, plus or minus 7.25 to plus or minus 12.00d sphere, .25 to 2.25d cylinder, per lens",N,13,14,42,43,69,59.17884058,54.52028986,40.90942029,41.82347826
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2200,"Sphere, bifocal, plano to plus or minus 4.00d, per lens",N,7553,5133,22623,23026,36696,65.23632385,52.23444408,39.63411326,42.58221714
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2201,"Sphere, bifocal, plus or minus 4.12 to plus or minus 7.00d, per lens",N,413,299,1049,1071,1791,75.78351759,57.96494696,44.11366834,46.52888331
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2202,"Sphere, bifocal, plus or minus 7.12 to plus or minus 20.00d, per lens",N,218,138,650,661,1121,70.17482605,63.36224799,46.87606601,53.53716325
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2203,"Spherocylinder, bifocal, plano to plus or minus 4.00d sphere, .12 to 2.00d cylinder, per lens",N,11414,6180,56817,57812,102163,59.14357057,50.24208774,38.04240704,42.96160097
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2204,"Spherocylinder, bifocal, plano to plus or minus 4.00d sphere, 2.12 to 4.00d cylinder, per lens",N,2712,2081,4149,4183,5561,60.00631541,52.13591081,39.60192052,45.00661931
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2205,"Spherocylinder, bifocal, plano to plus or minus 4.00d sphere, 4.25 to 6.00d cylinder, per lens",N,224,208,256,261,330,68.78569697,57.00015152,42.91284849,48.27969697
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2206,"Spherocylinder, bifocal, plano to plus or minus 4.00d sphere, over 6.00d cylinder, per lens",N,38,31,171,185,339,55.42053097,54.71115044,43.36669617,53.85752212
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2207,"Spherocylinder, bifocal, plus or minus 4.25 to plus or minus 7.00d sphere,.12 to 2.00d cylinder, per lens",N,266,218,391,393,626,71.4608147,61.44539936,46.40578275,47.23595847
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2208,"Spherocylinder, bifocal, plus or minus 4.25 to plus or minus 7.00d sphere, 2.12 to 4.00d cylinder, per lens",N,71,64,86,87,123,75.23707317,61.17764228,47.01463415,50.41227642
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2209,"Spherocylinder, bifocal, plus or minus 4.25 to plus or minus 7.00d sphere, 4.25 to 6.00d cylinder, per lens",N,23,23,26,26,32,70.2209375,63.6128125,50.890625,56.241875
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2210,"Spherocylinder, bifocal, plus or minus 4.25 to plus or minus 7.00d sphere, over 6.00d cylinder, per lens",N,12,12,20,20,31,90.53806452,69.15290323,53.16870968,58.26096774
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2211,"Spherocylinder, bifocal, plus or minus 7.25 to plus or minus 12.00d sphere, .25 to 2.25d cylinder, per lens",N,30,31,43,43,61,76.74672131,71.47147541,49.97918033,57.14704918
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2212,"Spherocylinder, bifocal, plus or minus 7.25 to plus or minus 12.00d sphere, 2.25 to 4.00d cylinder, per lens",N,14,12,33,34,56,65.06964286,54.72803571,39.52375,63.15589286
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2213,"Spherocylinder, bifocal, plus or minus 7.25 to plus or minus 12.00d sphere, 4.25 to 6.00d cylinder, per lens",N,12,11,27,27,46,60.39391304,55.86478261,43.24804348,66.06173913
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2214,"Spherocylinder, bifocal, sphere over plus or minus 12.00d, per lens",N,18,17,27,27,43,90.10046512,80.96813954,61.24697674,68.95651163
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2219,Bifocal seg width over 28 mm,N,456,345,800,867,1623,37.58892175,34.09197782,27.03005545,33.23673444
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2220,Bifocal add over 3.25d,N,64,62,77,77,140,32.32464286,28.402,21.61071429,28.40142857
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2221,"Lenticular lens, per lens, bifocal",N,10,10,49,60,118,147.7647458,97.22966102,77.73423729,77.18635593
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2300,"Sphere, trifocal, plano to plus or minus 4.00d, per lens",N,4913,2974,16470,16717,27223,82.94987327,69.10252066,52.42487051,54.03238659
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2301,"Sphere, trifocal, plus or minus 4.12 to plus or minus 7.00d, per lens",N,309,229,795,815,1374,85.00293304,76.53609898,58.33296215,64.18967977
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2302,"Sphere, trifocal, plus or minus 7.12 to plus or minus 20.00, per lens",N,190,121,547,562,977,84.3329478,76.94727738,58.32551689,68.13460594
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2303,"Spherocylinder, trifocal, plano to plus or minus 4.00d sphere, .12-2.00d cylinder, per lens",N,7601,3922,41468,42267,75253,80.97043613,68.44606195,51.94909399,53.22061486
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2304,"Spherocylinder, trifocal, plano to plus or minus 4.00d sphere, 2.25-4.00d cylinder, per lens",N,1609,1175,2534,2559,3439,83.01782495,70.74897354,53.79116022,55.78171562
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2305,"Spherocylinder, trifocal, plano to plus or minus 4.00d sphere, 4.25 to 6.00 cylinder, per lens",N,121,109,163,163,230,101.3037826,82.47747826,62.68130435,64.64430435
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2306,"Spherocylinder, trifocal, plano to plus or minus 4.00d sphere, over 6.00d cylinder, per lens",N,22,20,23,23,32,88.2084375,79.8221875,61.9209375,68.004375
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2307,"Spherocylinder, trifocal, plus or minus 4.25 to plus or minus 7.00d sphere, .12 to 2.00d cylinder, per lens",N,210,167,318,322,503,98.2289662,77.7316501,59.48204771,63.53592445
National,,National,Prosthetic and Orthotic Devices,D1F,Prosthetic/Orthotic devices,V2308,"Spherocylinder, trifocal, plus or minus 4.25 to plus or minus 7.00d sphere, 2.12 to 4.00d cylinder, per lens",N,70,65,108,109,164,109.520122,79.30365854,58.48365854,64.58548781
